Vaccine,Dose,Geography Type,Geography,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size,State,HHS Region
Tetanus,Tdap,States/Local Areas,Ohio,2016,>=65 Years,Overall,15.9,14.1 to 17.8,3140.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2016,>=18 Years,Overall,31.5,29.9 to 33.2,7885.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2013,>=18 Years,Overall,26.3,24.8 to 27.9,7334.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2019,>=18 Years,Overall,44.0,42.1 to 45.8,7290.0,Ohio,Region 5
Zoster (Shingles),,States/Local Areas,Ohio,2017,>=60 Years,Overall,40.0,38.2 to 41.8,5789.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2019,18-64 Years,Overall,48.3,46.1 to 50.6,4177.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2013,>=65 Years,Overall,14.2,12.3 to 16.1,2359.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2016,18-64 Years,Overall,36.1,34.1 to 38.1,4745.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2013,18-64 Years,Overall,29.5,27.7 to 31.3,4975.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2019,>=65 Years,Overall,28.9,26.4 to 31.3,3113.0,Ohio,Region 5
Pneumococcal,,States/Local Areas,Ohio,2023,>=65 Years,Overall,72.7,71.0 to 74.5,4790.0,Ohio,Region 5
Zoster (Shingles),,States/Local Areas,Ohio,2023,>=65 Years,Overall,54.8,52.8 to 56.7,4860.0,Ohio,Region 5
Zoster (Shingles),,States/Local Areas,Ohio,2023,>=60 Years,Overall,50.3,48.5 to 52.0,6179.0,Ohio,Region 5
Zoster (Shingles),,States/Local Areas,Ohio,2023,60-64 Years,Overall,37.9,34.4 to 41.4,1319.0,Ohio,Region 5
Pneumococcal,,States/Local Areas,Ohio,2023,18-64 Years at Increased Risk,Overall,33.8,31.4 to 36.2,2776.0,Ohio,Region 5
Pneumococcal,,States/Local Areas,Ohio,2022,18-64 Years at Increased Risk,Overall,33.4,31.1 to 35.8,3597.0,Ohio,Region 5
Pneumococcal,,States/Local Areas,Ohio,2022,>=65 Years,Overall,71.0,69.1 to 72.9,4996.0,Ohio,Region 5
Tetanus,Td or Tdap,States/Local Areas,Ohio,2022,50-64 Years,Overall,65.0,62.7 to 67.2,3700.0,Ohio,Region 5
Tetanus,Td or Tdap,States/Local Areas,Ohio,2022,>=65 Years,Overall,58.9,56.8 to 61.0,4705.0,Ohio,Region 5
Tetanus,Td or Tdap,States/Local Areas,Ohio,2022,18-49 Years,Overall,67.2,65.2 to 69.1,4575.0,Ohio,Region 5
Tetanus,Td or Tdap,States/Local Areas,Ohio,2022,>=18 Years,Overall,64.6,63.4 to 65.8,12980.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2022,>=18 Years,Overall,40.1,38.6 to 41.6,9008.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2022,>=65 Years,Overall,30.2,27.8 to 32.7,3222.0,Ohio,Region 5
Tetanus,Tdap,States/Local Areas,Ohio,2022,18-64 Years,Overall,43.1,41.3 to 45.0,5786.0,Ohio,Region 5
Pneumococcal,,States/Local Areas,Hawaii,2016,>=65 Years,Overall,67.6,64.8 to 70.3,2479.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2013,18-64 Years at Increased Risk,Overall,25.5,22.3 to 28.7,1413.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Guam,2023,>=60 Years,Overall,33.5,27.6 to 39.4,525.0,Guam,Region 9
Zoster (Shingles),,States/Local Areas,Guam,2023,>=65 Years,Overall,33.1,26.2 to 40.1,369.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2023,>=65 Years,Overall,35.2,27.8 to 42.5,364.0,Guam,Region 9
Zoster (Shingles),,States/Local Areas,Guam,2023,60-64 Years,Overall,34.1,23.4 to 44.7,156.0,Guam,Region 9
Pneumococcal,,States/Local Areas,Guam,2023,18-64 Years at Increased Risk,Overall,18.2,13.1 to 23.4,380.0,Guam,Region 9
Tetanus,Tdap,States/Local Areas,Guam,2019,>=65 Years,Overall,19.1,12.1 to 26.2,266.0,Guam,Region 9
Tetanus,Tdap,States/Local Areas,Guam,2019,18-64 Years,Overall,25.4,21.6 to 29.1,1014.0,Guam,Region 9
Tetanus,Tdap,States/Local Areas,Guam,2019,>=18 Years,Overall,24.8,21.3 to 28.3,1280.0,Guam,Region 9
Zoster (Shingles),,States/Local Areas,Hawaii,2014,>=65 Years,Overall,43.7,40.5 to 46.8,1982.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Hawaii,2020,>=65 Years,Overall,51.6,48.6 to 54.6,2451.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Hawaii,2017,>=65 Years,Overall,52.1,49.0 to 55.2,2247.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2019,18-49 Years,Overall,70.5,68.2 to 72.7,2390.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2013,50-64 Years,Overall,51.6,48.4 to 54.8,1947.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2016,18-49 Years,Overall,60.7,58.1 to 63.3,2370.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2013,18-49 Years,Overall,60.9,58.3 to 63.6,2555.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2012,18-64 Years at Increased Risk,Overall,29.1,25.5 to 32.7,1581.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Hawaii,2020,>=60 Years,Overall,46.4,43.9 to 49.0,3184.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2019,>=18 Years,Overall,66.9,65.3 to 68.4,6390.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2013,>=18 Years,Overall,55.5,53.7 to 57.3,6357.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2016,>=18 Years,Overall,56.6,54.9 to 58.3,6947.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2020,>=65 Years,Overall,61.9,59.0 to 64.9,2354.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2011,18-64 Years at Increased Risk,Overall,26.1,23.0 to 29.2,1566.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2010,18-64 Years at Increased Risk,Overall,23.0,19.6 to 26.3,1222.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2009,18-64 Years at Increased Risk,Overall,22.2,19.1 to 25.3,1359.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2008,18-64 Years at Increased Risk,Overall,21.0,18.0 to 24.0,1307.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2019,18-64 Years at Increased Risk,Overall,30.3,27.0 to 33.5,1378.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2016,50-64 Years,Overall,53.2,50.3 to 56.0,2222.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2019,50-64 Years,Overall,62.1,59.1 to 65.2,1720.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2013,>=65 Years,Overall,46.6,43.2 to 50.1,1855.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2016,>=65 Years,Overall,50.7,47.8 to 53.7,2355.0,Hawaii,Region 9
Tetanus,Td or Tdap,States/Local Areas,Hawaii,2019,>=65 Years,Overall,63.6,60.9 to 66.3,2280.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2018,>=65 Years,Overall,65.3,62.3 to 68.4,2351.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2017,18-64 Years at Increased Risk,Overall,36.1,32.7 to 39.6,1455.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2013,>=65 Years,Overall,68.2,65.0 to 71.4,1949.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2012,>=65 Years,Overall,65.1,61.8 to 68.5,1830.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2011,>=65 Years,Overall,67.7,64.8 to 70.6,2281.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2010,>=65 Years,Overall,66.8,64.1 to 69.5,2022.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2019,>=65 Years,Overall,66.3,63.7 to 68.8,2429.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2016,18-64 Years at Increased Risk,Overall,29.5,26.4 to 32.7,1552.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2009,>=65 Years,Overall,64.4,61.6 to 67.3,1816.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2008,>=65 Years,Overall,65.6,62.6 to 68.5,1585.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Hawaii,2014,>=60 Years,Overall,38.8,36.2 to 41.3,2776.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Hawaii,2020,60-64 Years,Overall,32.4,27.7 to 37.1,733.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Hawaii,2014,60-64 Years,Overall,27.3,23.1 to 31.5,794.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Hawaii,2017,60-64 Years,Overall,32.5,28.2 to 36.8,765.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2017,>=65 Years,Overall,69.9,67.0 to 72.9,2210.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2015,18-64 Years at Increased Risk,Overall,30.7,27.3 to 34.0,1350.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2021,18-64 Years at Increased Risk,Overall,22.4,19.2 to 25.6,1239.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2015,>=65 Years,Overall,66.7,63.5 to 69.8,1993.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2020,18-64 Years at Increased Risk,Overall,22.3,19.4 to 25.2,1343.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2021,>=65 Years,Overall,60.4,57.2 to 63.5,2549.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2014,18-64 Years at Increased Risk,Overall,28.3,25.3 to 31.4,1420.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2018,18-64 Years at Increased Risk,Overall,25.2,22.3 to 28.2,1571.0,Hawaii,Region 9
Pneumococcal,,States/Local Areas,Hawaii,2014,>=65 Years,Overall,64.6,61.5 to 67.7,1891.0,Hawaii,Region 9
Zoster (Shingles),,States/Local Areas,Texas,2017,>=60 Years,Overall,36.6,33.1 to 40.0,5256.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2023,18-64 Years at Increased Risk,Overall,34.0,30.2 to 37.8,1901.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2023,>=60 Years,Overall,48.3,45.2 to 51.4,3754.0,Texas,Region 6
Pneumococcal,,States/Local Areas,Texas,2023,>=65 Years,Overall,67.8,64.6 to 71.1,2945.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2023,>=65 Years,Overall,48.8,45.4 to 52.2,2979.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2023,60-64 Years,Overall,46.9,40.2 to 53.6,775.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2010,>=18 Years,Overall,7.6,6.3 to 8.9,6179.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2009,>=18 Years,Overall,7.4,5.9 to 8.9,3829.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2016,>=18 Years,Overall,30.7,28.7 to 32.8,7612.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2013,>=18 Years,Overall,26.3,24.6 to 28.1,6195.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2014,>=18 Years,Overall,28.1,25.6 to 30.5,4225.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2012,>=18 Years,Overall,11.2,9.6 to 12.7,2765.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2015,>=18 Years,Overall,30.5,27.8 to 33.2,3874.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2017,>=18 Years,Overall,26.1,23.7 to 28.5,6342.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2018,>=18 Years,Overall,37.6,34.8 to 40.5,5954.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2014,>=60 Years,Overall,29.3,27.2 to 31.3,6352.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2010,18-64 Years,Overall,8.3,6.8 to 9.9,4068.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2009,18-64 Years,Overall,8.0,6.3 to 9.7,2636.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2018,>=60 Years,Overall,33.2,29.9 to 36.5,4336.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2012,18-64 Years,Overall,11.7,9.8 to 13.5,1842.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2019,>=18 Years,Overall,38.7,36.5 to 41.0,6692.0,Texas,Region 6
Zoster (Shingles),,States/Local Areas,Texas,2019,>=60 Years,Overall,39.1,36.3 to 41.9,4809.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2013,18-64 Years,Overall,28.3,26.3 to 30.3,4188.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2014,18-64 Years,Overall,29.2,26.4 to 32.0,2744.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2015,18-64 Years,Overall,32.7,29.5 to 35.9,2337.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2018,18-64 Years,Overall,39.2,35.9 to 42.6,3693.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2017,18-64 Years,Overall,27.8,25.0 to 30.5,3698.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2016,>=65 Years,Overall,20.2,17.1 to 23.3,3113.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2019,18-64 Years,Overall,40.2,37.5 to 42.8,4159.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2013,>=65 Years,Overall,16.5,13.7 to 19.3,2007.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2016,18-64 Years,Overall,33.0,30.6 to 35.3,4499.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2019,>=65 Years,Overall,32.5,28.8 to 36.2,2533.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2017,>=65 Years,Overall,19.0,15.0 to 23.0,2644.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2018,>=65 Years,Overall,31.6,27.4 to 35.9,2261.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2010,>=65 Years,Overall,3.3,2.1 to 4.6,2111.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2012,>=65 Years,Overall,8.7,6.3 to 11.2,923.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2009,>=65 Years,Overall,4.3,2.6 to 5.9,1193.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2014,>=65 Years,Overall,21.9,17.6 to 26.2,1481.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,Texas,2015,>=65 Years,Overall,20.0,16.6 to 23.4,1537.0,Texas,Region 6
Tetanus,Tdap,States/Local Areas,New York,2022,18-64 Years,Overall,35.9,34.3 to 37.5,6258.0,New York,Region 2
Tetanus,Tdap,States/Local Areas,New York,2022,>=65 Years,Overall,23.1,20.9 to 25.2,3360.0,New York,Region 2
Tetanus,Tdap,States/Local Areas,New York,2022,>=18 Years,Overall,32.7,31.4 to 34.1,9618.0,New York,Region 2
Tetanus,Td or Tdap,States/Local Areas,New York,2022,>=18 Years,Overall,58.2,57.0 to 59.4,13304.0,New York,Region 2
Tetanus,Td or Tdap,States/Local Areas,New York,2022,18-49 Years,Overall,61.5,59.8 to 63.3,5078.0,New York,Region 2
Tetanus,Td or Tdap,States/Local Areas,New York,2022,>=65 Years,Overall,52.9,50.6 to 55.1,4690.0,New York,Region 2
Tetanus,Td or Tdap,States/Local Areas,New York,2022,50-64 Years,Overall,56.9,54.4 to 59.3,3536.0,New York,Region 2
Pneumococcal,,States/Local Areas,New York,2022,>=65 Years,Overall,67.1,65.0 to 69.3,5031.0,New York,Region 2
Pneumococcal,,States/Local Areas,New York,2022,18-64 Years at Increased Risk,Overall,29.0,26.7 to 31.2,3036.0,New York,Region 2
Zoster (Shingles),,States/Local Areas,New York,2022,>=60 Years,Overall,44.5,41.3 to 47.6,2152.0,New York,Region 2
Zoster (Shingles),,States/Local Areas,New York,2022,60-64 Years,Overall,38.2,32.2 to 44.2,525.0,New York,Region 2
Zoster (Shingles),,States/Local Areas,New York,2022,>=65 Years,Overall,47.2,43.5 to 50.8,1627.0,New York,Region 2
Pneumococcal,,States/Local Areas,New York,2020,18-64 Years at Increased Risk,Overall,27.2,24.9 to 29.5,2700.0,New York,Region 2
Pneumococcal,,States/Local Areas,New York,2015,>=65 Years,Overall,69.7,67.6 to 71.8,3489.0,New York,Region 2
Pneumococcal,,States/Local Areas,New York,2014,18-64 Years at Increased Risk,Overall,33.0,29.7 to 36.3,1312.0,New York,Region 2
Pneumococcal,,States/Local Areas,New York,2021,>=65 Years,Overall,65.6,63.8 to 67.4,12588.0,New York,Region 2
Pneumococcal,,States/Local Areas,New York,2016,>=65 Years,Overall,69.3,67.1 to 71.4,10396.0,New York,Region 2
Pneumococcal,,States/Local Areas,New York,2013,18-64 Years at Increased Risk,Overall,31.6,28.8 to 34.4,1755.0,New York,Region 2
Tetanus,Tdap,States/Local Areas,Iowa,2019,>=18 Years,Overall,52.2,50.6 to 53.8,4922.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2009,18-64 Years,Overall,13.1,10.6 to 15.7,1286.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2016,>=65 Years,Overall,22.1,19.7 to 24.4,1721.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2013,18-64 Years,Overall,40.1,37.9 to 42.4,3022.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2019,18-64 Years,Overall,57.4,55.5 to 59.3,3275.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2013,>=65 Years,Overall,19.0,16.8 to 21.2,1802.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2016,18-64 Years,Overall,47.6,45.2 to 50.0,2608.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2009,>=65 Years,Overall,4.5,2.8 to 6.3,693.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2019,>=65 Years,Overall,33.4,30.7 to 36.0,1647.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2009,>=18 Years,Overall,11.4,9.3 to 13.4,1979.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2016,>=18 Years,Overall,41.8,39.9 to 43.8,4329.0,Iowa,Region 7
Tetanus,Tdap,States/Local Areas,Iowa,2013,>=18 Years,Overall,35.5,33.7 to 37.4,4824.0,Iowa,Region 7
Pneumococcal,,States/Local Areas,Iowa,2023,18-64 Years at Increased Risk,Overall,35.4,32.7 to 38.2,1873.0,Iowa,Region 7
Zoster (Shingles),,States/Local Areas,Iowa,2023,60-64 Years,Overall,47.2,42.8 to 51.6,771.0,Iowa,Region 7
Pneumococcal,,States/Local Areas,Iowa,2023,>=65 Years,Overall,71.9,69.8 to 74.0,2884.0,Iowa,Region 7
Zoster (Shingles),,States/Local Areas,Iowa,2023,>=65 Years,Overall,61.5,59.3 to 63.7,2923.0,Iowa,Region 7
Zoster (Shingles),,States/Local Areas,Iowa,2023,>=60 Years,Overall,57.8,55.8 to 59.8,3694.0,Iowa,Region 7
Zoster (Shingles),,States/Local Areas,Iowa,2017,>=60 Years,Overall,48.6,46.6 to 50.6,3083.0,Iowa,Region 7
Pneumococcal,,States/Local Areas,Virginia,2023,18-64 Years at Increased Risk,Overall,38.4,34.6 to 42.3,1164.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Virginia,2023,18-64 Years,Overall,52.0,48.4 to 55.5,1548.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2023,60-64 Years,Overall,44.1,38.6 to 49.6,593.0,Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Virginia,2023,18-49 Years,Overall,69.2,65.4 to 72.9,1174.0,Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Virginia,2023,50-64 Years,Overall,76.8,73.2 to 80.4,1095.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2015,>=60 Years,Overall,39.9,37.5 to 42.4,3242.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2016,>=60 Years,Overall,42.1,39.9 to 44.4,3474.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Virginia,2013,>=18 Years,Overall,31.5,29.7 to 33.4,4834.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Virginia,2016,>=18 Years,Overall,38.0,36.3 to 39.8,5423.0,Virginia,Region 3
Pneumococcal,,States/Local Areas,Virginia,2023,>=65 Years,Overall,72.4,69.8 to 75.0,2795.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Virginia,2023,>=18 Years,Overall,48.4,45.6 to 51.3,2783.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Virginia,2023,>=65 Years,Overall,36.3,32.5 to 40.2,1235.0,Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Virginia,2023,>=18 Years,Overall,70.9,68.7 to 73.1,4346.0,Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Virginia,2023,>=65 Years,Overall,67.6,64.6 to 70.6,2077.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2023,>=60 Years,Overall,54.3,51.8 to 56.7,3440.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2023,>=65 Years,Overall,57.9,55.2 to 60.6,2847.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2014,>=60 Years,Overall,34.7,32.8 to 36.7,3803.0,Virginia,Region 3
Pneumococcal,,States/Local Areas,Virginia,2022,18-64 Years at Increased Risk,Overall,33.1,30.2 to 36.1,1852.0,Virginia,Region 3
Pneumococcal,,States/Local Areas,Virginia,2022,>=65 Years,Overall,74.2,72.1 to 76.2,3602.0,Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Virginia,2022,50-64 Years,Overall,67.8,65.1 to 70.5,2213.0,Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Virginia,2022,>=65 Years,Overall,62.3,59.9 to 64.7,3337.0,Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Virginia,2022,>=18 Years,Overall,68.2,66.8 to 69.7,8245.0,Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Virginia,2022,18-49 Years,Overall,70.9,68.7 to 73.1,2695.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Virginia,2022,>=18 Years,Overall,47.2,45.3 to 49.0,5831.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Virginia,2022,18-64 Years,Overall,50.0,47.8 to 52.3,3506.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Virginia,2022,>=65 Years,Overall,36.7,33.7 to 39.6,2325.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2022,>=65 Years,Overall,57.5,55.1 to 59.9,3533.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2022,60-64 Years,Overall,43.6,39.0 to 48.2,887.0,Virginia,Region 3
Zoster (Shingles),,States/Local Areas,Virginia,2022,>=60 Years,Overall,53.5,51.3 to 55.6,4420.0,Virginia,Region 3
Tetanus,Tdap,States/Local Areas,Louisiana,2022,18-64 Years,Overall,34.8,32.2 to 37.5,1976.0,Louisiana,Region 6
Tetanus,Tdap,States/Local Areas,Louisiana,2022,>=65 Years,Overall,21.9,18.8 to 24.9,1183.0,Louisiana,Region 6
Tetanus,Tdap,States/Local Areas,Louisiana,2022,>=18 Years,Overall,31.8,29.6 to 33.9,3159.0,Louisiana,Region 6
Tetanus,Td or Tdap,States/Local Areas,Louisiana,2022,>=18 Years,Overall,57.7,55.7 to 59.7,4399.0,Louisiana,Region 6
Tetanus,Td or Tdap,States/Local Areas,Louisiana,2022,18-49 Years,Overall,59.7,56.7 to 62.8,1541.0,Louisiana,Region 6
Tetanus,Td or Tdap,States/Local Areas,Louisiana,2022,>=65 Years,Overall,51.9,48.7 to 55.1,1634.0,Louisiana,Region 6
Tetanus,Td or Tdap,States/Local Areas,Louisiana,2022,50-64 Years,Overall,58.8,55.3 to 62.2,1224.0,Louisiana,Region 6
Pneumococcal,,States/Local Areas,Louisiana,2022,>=65 Years,Overall,68.2,65.2 to 71.1,1770.0,Louisiana,Region 6
Pneumococcal,,States/Local Areas,Louisiana,2022,18-64 Years at Increased Risk,Overall,31.5,28.2 to 34.8,1187.0,Louisiana,Region 6
Tetanus,Tdap,States/Local Areas,Louisiana,2019,>=18 Years,Overall,36.4,33.9 to 38.8,2367.0,Louisiana,Region 6
Zoster (Shingles),,States/Local Areas,Louisiana,2017,>=60 Years,Overall,32.3,29.6 to 35.1,1695.0,Louisiana,Region 6
Tetanus,Tdap,States/Local Areas,Vermont,2019,>=65 Years,Overall,43.5,39.8 to 47.3,1315.0,Vermont,Region 1
Tetanus,Tdap,States/Local Areas,Vermont,2016,>=65 Years,Overall,30.9,27.8 to 34.1,1295.0,Vermont,Region 1
Tetanus,Tdap,States/Local Areas,Vermont,2013,18-64 Years,Overall,49.5,46.9 to 52.0,2451.0,Vermont,Region 1
Tetanus,Tdap,States/Local Areas,Vermont,2014,>=65 Years,Overall,38.6,35.2 to 42.0,1041.0,Vermont,Region 1
Tetanus,Tdap,States/Local Areas,Vermont,2009,>=65 Years,Overall,5.4,4.0 to 6.9,1243.0,Vermont,Region 1
Tetanus,Tdap,States/Local Areas,Vermont,2012,>=65 Years,Overall,12.6,10.3 to 14.9,1161.0,Vermont,Region 1
Tetanus,Tdap,States/Local Areas,Vermont,2019,18-64 Years,Overall,60.0,56.7 to 63.3,1866.0,Vermont,Region 1
Tetanus,Tdap,States/Local Areas,Vermont,2013,>=65 Years,Overall,40.6,37.3 to 43.9,1256.0,Vermont,Region 1
